# open clusters in the Kepler field.
# NGC, ra, dec, diameter (in arcmin)
6791 | 290.221 | 37.7717 | 16.0 |
6811 | 294.321 | 46.3883 | 13.0 |
6819 | 295.325 | 40.1867 |  5.0 |
6866 | 300.925 | 44.1583 |  7.0 |
